file	source_id	line_no	translation	raw_translation
5101_mix.txt	5101	98	那么随便地跟不认识的女孩子搭话可是会被讨厌的哦，学长？	「那么随便地跟不认识的女孩子搭话可是会被讨厌的哦，学长？」
5101_mix.txt	5101	101	我、我唯独不想被你这么说啊饭塚！	「我、我唯独不想被你这么说啊饭塚！」
5101_mix.txt	5101	104	嗯嗯，我明白我明白。我刚才也在想同样的事情	「嗯嗯，我明白我明白。我刚才也在想同样的事情」
5101_mix.txt	5101	107	…我唯独不想被你这么说啊依绪	「…我唯独不想被你这么说啊依绪」
5101_mix.txt	5101	113	每次都麻烦你们真是抱歉啊，武也君、依绪	「每次都麻烦你们真是抱歉啊，武也君、依绪」
5101_mix.txt	5101	119	不过你那爆棚的人气还真是一点没减退啊。只可惜这情况一点都让人羡慕不起来	「不过你那爆棚的人气还真是一点没减退啊。只可惜这情况一点都让人羡慕不起来」
5101_mix.txt	5101	128	这已经是第五队人了吧？ 你都已经收到半数参加表演的乐队的邀请了啊	「这已经是第五队人了吧？ 你都已经收到半数参加表演的乐队的邀请了啊」
5101_mix.txt	5101	137	…我也搞不懂啊，真的	「…我也搞不懂啊，真的」
5101_mix.txt	5101	143	果然连续三年斩获峰城附属小姐的金字招牌依然健在啊。当然不止是招牌，魅力也健在	「果然连续三年斩获峰城附属小姐的金字招牌依然健在啊。当然不止是招牌，魅力也健在」
5101_mix.txt	5101	146	一年级的时候就可以轻松摘下真正的峰城小姐称号了啊…如果你参加的话	「一年级的时候就可以轻松摘下真正的峰城小姐称号了啊…如果你参加的话」
5101_mix.txt	5101	149	不可能的啊，像我这样的…	「不可能的啊，像我这样的…」
5101_mix.txt	5101	152	雪菜，你那叫傲慢	「雪菜，你那叫傲慢」
5101_mix.txt	5101	155	哎？ 啊，那个…我是说我根本没想参加，所以前提上就不可能…	「哎？ 啊，那个…我是说我根本没想参加，所以前提上就不可能…」
5101_mix.txt	5101	158	嗯，这个说法还算可以接受	「嗯，这个说法还算可以接受」
5101_mix.txt	5101	161	别欺负她了，依绪。即使她那自以为有所顾虑的谦虚在其他女孩子听来完全就是挖苦，但是雪菜妹子自己还是有一半是认真的。虽然这反而很恶劣	「别欺负她了，依绪。即使她那自以为有所顾虑的谦虚在其他女孩子听来完全就是挖苦，但是雪菜妹子自己还是有一半是认真的。虽然这反而很恶劣」
5101_mix.txt	5101	164	那，那个…我觉得武也君也完全是在欺负我啊	「那，那个…我觉得武也君也完全是在欺负我啊」
5101_mix.txt	5101	185	不过，即使如此依然不会被同性讨厌的雪菜也真是了不起啊。和某个学妹真是有天壤之别	「不过，即使如此依然不会被同性讨厌的雪菜也真是了不起啊。和某个学妹真是有天壤之别」
5101_mix.txt	5101	188	话说回来，政经的大正浪漫咖啡店怎么办啊？ 舞子她们好像依然没有放弃啊…依然想要拉“某两人”加入	「话说回来，政经的大正浪漫咖啡店怎么办啊？ 舞子她们好像依然没有放弃啊…依然想要拉“某两人”加入」
5101_mix.txt	5101	194	毕竟你的防守实在太坚固了，连误会的机会都不给别人啊。和某个把乐团所有成员都骗到手的女主唱真是太不一样了	「毕竟你的防守实在太坚固了，连误会的机会都不给别人啊。和某个把乐团所有成员都骗到手的女主唱真是太不一样了」
5101_mix.txt	5101	197	一碰到跟自己有关的事情就华丽地随口带过吗，真是洒脱啊你	「一碰到跟自己有关的事情就华丽地随口带过吗，真是洒脱啊你」
5101_mix.txt	5101	200	某乐队成员同学不都已经随口带过两次了吗？	「某乐队成员同学不都已经随口带过两次了吗？」
5101_mix.txt	5101	203	啊哈哈，你们另个还真是一点都没变啊。和你们一起总觉得好安心	「啊哈哈，你们另个还真是一点都没变啊。和你们一起总觉得好安心」
5101_mix.txt	5101	218	我也还是和以前一样…真的，一点都没有变。我就是无法改变	「我也还是和以前一样…真的，一点都没有变。我就是无法改变」
5101_mix.txt	5101	230	啊，那家伙啊，他又有新的临时工作了	「啊，那家伙啊，他又有新的临时工作了」
5101_mix.txt	5101	233	…这样啊？	「…这样啊？」
5101_mix.txt	5101	236	这次是补习班老师啊。而且还是那种为了进峰城大而设立的	「这次是补习班老师啊。而且还是那种为了进峰城大而设立的」
5101_mix.txt	5101	242	哎～，我如果参加普通考试的话绝对考不上啊	「哎～，我如果参加普通考试的话绝对考不上啊」
5101_mix.txt	5101	245	真是的，打工都要突然就找这么难的	「真是的，打工都要突然就找这么难的」
5101_mix.txt	5101	248	那家伙怎么就这么喜欢给自己找麻烦呢。而且他肯定也没有放松课业，依然花了很多时间在学习上吧？	「那家伙怎么就这么喜欢给自己找麻烦呢。而且他肯定也没有放松课业，依然花了很多时间在学习上吧？」
5101_mix.txt	5101	254	所以他最近一听完讲义马上就回去了吧？ 他好像每次都比补习班的所有学生都到得早啊	「所以他最近一听完讲义马上就回去了吧？ 他好像每次都比补习班的所有学生都到得早啊」
5101_mix.txt	5101	257	是吗，这样啊…真是像春希君的作风啊	「是吗，这样啊…真是像春希君的作风啊」
5101_mix.txt	5101	263	这已经是第几份临时工了？ 还有餐厅和便利店吧？	「这已经是第几份临时工了？ 还有餐厅和便利店吧？」
5101_mix.txt	5101	266	还有网络咖啡店，所以是四份。基本从傍晚一直忙到深夜	「还有网络咖啡店，所以是四份。基本从傍晚一直忙到深夜」
5101_mix.txt	5101	269	在此之上讲义从不缺席报告从不欠缴考试全都过关…他到底什么时候睡觉啊？	「在此之上讲义从不缺席报告从不欠缴考试全都过关…他到底什么时候睡觉啊？」
5101_mix.txt	5101	272	所以说呢，因为这些，那家伙真的已经忙得不可开交了。他并不是在避开雪菜你…	「所以说呢，因为这些，那家伙真的已经忙得不可开交了。他并不是在避开雪菜你…」
5101_mix.txt	5101	275	我知道的。这种事情，我还是明白的…	「我知道的。这种事情，我还是明白的…」
5101_mix.txt	5101	278	雪菜…	「雪菜…」
5101_mix.txt	5101	284	你们最近有聊过吗？	「你们最近有聊过吗？」
5101_mix.txt	5101	287	没有，这一个月左右完全没说过话	「没有，这一个月左右完全没说过话」
5101_mix.txt	5101	290	电话呢？ 短信也没发？ 春希也不发给你？	「电话呢？ 短信也没发？ 春希也不发给你？」
5101_mix.txt	5101	293	没有啊…不，不可能做得到啊，我们两个都一样	「没有啊…不，不可能做得到啊，我们两个都一样」
5101_mix.txt	5101	302	也就是说，到头来雪菜你一点都没有前进吗。就这样下去真的可以吗？	「也就是说，到头来雪菜你一点都没有前进吗。就这样下去真的可以吗？」
5101_mix.txt	5101	305	那…	「那…」
5101_mix.txt	5101	308	没可能那么快啊。依绪你也明白的吧	「没可能那么快啊。依绪你也明白的吧」
5101_mix.txt	5101	317	那你不如放弃吧？ 不要再去追他了	「那你不如放弃吧？ 不要再去追他了」
5101_mix.txt	5101	323	我说你啊，这种话…	「我说你啊，这种话…」
5101_mix.txt	5101	326	那本来就只有诚实是优点的春希，现在连那份诚实都扔掉了，这样的他还有什么价值…	「那本来就只有诚实是优点的春希，现在连那份诚实都扔掉了，这样的他还有什么价值…」
5101_mix.txt	5101	335	是我不对	「是我不对」
5101_mix.txt	5101	338	我说雪菜啊	「我说雪菜啊」
5101_mix.txt	5101	344	是我把春希君逼入绝境的。是我让和纱走投无路的	「是我把春希君逼入绝境的。是我让和纱走投无路的」
5101_mix.txt	5101	350	是我把他们两人拆散了	「是我把他们两人拆散了」
5101_mix.txt	5101	362	但是，还是谢谢你们两个。能为这样畏畏缩缩的我担心	「但是，还是谢谢你们两个。能为这样畏畏缩缩的我担心」
5101_mix.txt	5101	365	因为…我们是挚友吧？	「因为…我们是挚友吧？」
5101_mix.txt	5101	368	是吧？	「是吧？」
5101_mix.txt	5101	371	真是抱歉…	「真是抱歉…」
5101_mix.txt	5101	389	对我来说，已经只剩下你们了	「对我来说，已经只剩下你们了」
5101_mix.txt	5101	395	呃，嗯，能被你这么说我也很高兴啊，不过，雪菜你也应该再多交一些能说真心话的朋友吧？	「呃，嗯，能被你这么说我也很高兴啊，不过，雪菜你也应该再多交一些能说真心话的朋友吧？」
5101_mix.txt	5101	398	说的是啊，女生的朋友只有依绪的话那真是噩梦啊。我一直在担心这家伙的毒舌会不会传染给你	「说的是啊，女生的朋友只有依绪的话那真是噩梦啊。我一直在担心这家伙的毒舌会不会传染给你」
5101_mix.txt	5101	404	你性格还真是好啊…一直卖乖掩盖着这性格真是太可惜了	「你性格还真是好啊…一直卖乖掩盖着这性格真是太可惜了」
5101_mix.txt	5101	407	我也很担心这个一边满怀笑容地说话一边毫不在意地在桌子底下踢人的坏习惯是不是会传染给雪菜妹子啊	「我也很担心这个一边满怀笑容地说话一边毫不在意地在桌子底下踢人的坏习惯是不是会传染给雪菜妹子啊」
5101_mix.txt	5101	416	如果雪菜你能敞开心扉的话…肯定会交到能够真心欢笑，真心争吵的朋友啊？	「如果雪菜你能敞开心扉的话…肯定会交到能够真心欢笑，真心争吵的朋友啊？」
5101_mix.txt	5101	419	是啊是啊，就算是女孩子也有很多想和雪菜你变得更要好…	「是啊是啊，就算是女孩子也有很多想和雪菜你变得更要好…」
5101_mix.txt	5101	422	不行的。这样的我是不行的	「不行的。这样的我是不行的」
5101_mix.txt	5101	428	连我自己都很讨厌的，这样的自己…	「连我自己都很讨厌的，这样的自己…」
5101_mix.txt	5101	437	这样的我，大家到底会喜欢我哪一点呢	「这样的我，大家到底会喜欢我哪一点呢」
5101_mix.txt	5101	440	总是挂着虚伪的笑容，无论对谁都不说真心话	「总是挂着虚伪的笑容，无论对谁都不说真心话」
5101_mix.txt	5101	443	不论是真心的笑，还是真心的生气，都做不到。我只是个胆小的骗子	「不论是真心的笑，还是真心的生气，都做不到。我只是个胆小的骗子」
5101_mix.txt	5101	446	简直就像接客的店员一样	「简直就像接客的店员一样」
5101_mix.txt	5101	455	早知道会变成这样的话，真不应该参加学园祭的演唱	「早知道会变成这样的话，真不应该参加学园祭的演唱」
5101_mix.txt	5101	458	雪菜…	「雪菜…」
5101_mix.txt	5101	467	我真不应该去屋顶的	「我真不应该去屋顶的」
5101_mix.txt	5101	470	怎么能这么…	「怎么能这么…」
5101_mix.txt	5101	476	真不应该，去听Ｗｈｉｔｅ　Ａｌｂｕｍ的啊	「真不应该，去听Ｗｈｉｔｅ　Ａｌｂｕｍ的啊」
5101_mix.txt	5101	500	我回来了…	「我回来了…」
5101_mix.txt	5101	503	欢迎回家～，今天很晚啊	「欢迎回家～，今天很晚啊」
5101_mix.txt	5101	512	妈妈他们呢？ 已经睡了？	「妈妈他们呢？ 已经睡了？」
5101_mix.txt	5101	515	嗯～，刚才好像往卧室那边去了…	「嗯～，刚才好像往卧室那边去了…」
5101_mix.txt	5101	518	是吗，那我也洗洗睡…	「是吗，那我也洗洗睡…」
5101_mix.txt	5101	521	雪菜	「雪菜」
5101_mix.txt	5101	524	啊…	「啊…」
5101_mix.txt	5101	533	回来的真是晚啊	「回来的真是晚啊」
5101_mix.txt	5101	536	因为久违地和依绪还有武也君去喝了一顿	「因为久违地和依绪还有武也君去喝了一顿」
5101_mix.txt	5101	539	这样啊，和那两个孩子在一起啊。那样的话…	「这样啊，和那两个孩子在一起啊。那样的话…」
5101_mix.txt	5101	548	等等，雪菜	「等等，雪菜」
5101_mix.txt	5101	551	老公…	「老公…」
5101_mix.txt	5101	557	我有联系过你们吧？ 我说过不用为我准备晚饭了吧？	「我有联系过你们吧？ 我说过不用为我准备晚饭了吧？」
5101_mix.txt	5101	566	现在，几点了？	「现在，几点了？」
5101_mix.txt	5101	569	…十二点半	「…十二点半」
5101_mix.txt	5101	575	傍晚你给你母亲通电话的时候，好像是说的九点回来吧	「傍晚你给你母亲通电话的时候，好像是说的九点回来吧」
5101_mix.txt	5101	578	那个时候本来是打算吃完饭就回来的，但是聊得太开心了…然后就顺势说好了接下来再去喝一顿…	「那个时候本来是打算吃完饭就回来的，但是聊得太开心了…然后就顺势说好了接下来再去喝一顿…」
5101_mix.txt	5101	587	计划有变的时候就要联系我们啊。大家都很担心你啊	「计划有变的时候就要联系我们啊。大家都很担心你啊」
5101_mix.txt	5101	590	那是因为…只是忘记了而已啊	「那是因为…只是忘记了而已啊」
5101_mix.txt	5101	611	下次我会注意的。没问题了吧？	「下次我会注意的。没问题了吧？」
5101_mix.txt	5101	614	给我等等，雪菜。话还没有说完	「给我等等，雪菜。话还没有说完」
5101_mix.txt	5101	617	晚安	「晚安」
5101_mix.txt	5101	626	真是的，父亲你也真是不懂风趣啊。你也稍微敏锐一点啊	「真是的，父亲你也真是不懂风趣啊。你也稍微敏锐一点啊」
5101_mix.txt	5101	632	大家一起去喝一顿什么的只是幌子而已啊。肯定喝到一半就两个人溜出去卿卿我我了	「大家一起去喝一顿什么的只是幌子而已啊。肯定喝到一半就两个人溜出去卿卿我我了」
5101_mix.txt	5101	635	孝宏！？	「孝宏！？」
5101_mix.txt	5101	641	难道不是吗，水泽学姐和饭塚学长……那不就是掩盖北原学长的伪装而已嘛	「难道不是吗，水泽学姐和饭塚学长……那不就是掩盖北原学长的伪装而已嘛」
5101_mix.txt	5101	644	不要说多余的话！	「不要说多余的话！」
5101_mix.txt	5101	647	明明是姐姐瞒着重要的话不说啊。事到如今了还害什么羞啊	「明明是姐姐瞒着重要的话不说啊。事到如今了还害什么羞啊」
5101_mix.txt	5101	656	是真的吗？ 雪菜	「是真的吗？ 雪菜」
5101_mix.txt	5101	659	怎么可…	「怎么可…」
5101_mix.txt	5101	668	我觉得，北原君在这方面应该是很理性，很靠得住的人才对啊	「我觉得，北原君在这方面应该是很理性，很靠得住的人才对啊」
5101_mix.txt	5101	671	所以说，不是那样…	「所以说，不是那样…」
5101_mix.txt	5101	683	最近没怎么见过他，所以我也不是很清楚啊，是不是成了大学生以后有些变了	「最近没怎么见过他，所以我也不是很清楚啊，是不是成了大学生以后有些变了」
5101_mix.txt	5101	686	～！	「～！」
5101_mix.txt	5101	698	带着年轻的女孩子玩到那么晚…	「带着年轻的女孩子玩到那么晚…」
5101_mix.txt	5101	701	……是我说的	「……是我说的」
5101_mix.txt	5101	704	什么？	「什么？」
5101_mix.txt	5101	707	是我对春希君说的，要他绝对不要和你们联系	「是我对春希君说的，要他绝对不要和你们联系」
5101_mix.txt	5101	713	虽然他也有些担心，说要跟你们联系，但是我知道父亲肯定会反对的…	「虽然他也有些担心，说要跟你们联系，但是我知道父亲肯定会反对的…」
5101_mix.txt	5101	716	雪菜，那是什么意思…	「雪菜，那是什么意思…」
5101_mix.txt	5101	719	父亲！ 我已经是大学生了啊？ 每次稍微回来晚一点就要征求父母的许可也太不像话了啊！	「父亲！ 我已经是大学生了啊？ 每次稍微回来晚一点就要征求父母的许可也太不像话了啊！」
5101_mix.txt	5101	728	你在说什么啊，那不是很普通的事情吗	「你在说什么啊，那不是很普通的事情吗」
5101_mix.txt	5101	731	一点都不普通啊，我问过其他的女孩子了，像你们这样啰嗦的父母根本就没有其他人啊？	「一点都不普通啊，我问过其他的女孩子了，像你们这样啰嗦的父母根本就没有其他人啊？」
5101_mix.txt	5101	734	别人家是别人家，我们家是我们家	「别人家是别人家，我们家是我们家」
5101_mix.txt	5101	737	你说的话很奇怪啊。先说这很普通，又不许我和别人家比，太矛盾了吧！ 那到底是跟什么比很普通啊！	「你说的话很奇怪啊。先说这很普通，又不许我和别人家比，太矛盾了吧！ 那到底是跟什么比很普通啊！」
5101_mix.txt	5101	746	雪菜！ 不要想用这种歪理来瞒混过关…	「雪菜！ 不要想用这种歪理来瞒混过关…」
5101_mix.txt	5101	749	总之！	「总之！」
5101_mix.txt	5101	752	什…	「什…」
5101_mix.txt	5101	755	我们都已经是大人了，我会对自己的事情负责任的！	「我们都已经是大人了，我会对自己的事情负责任的！」
5101_mix.txt	5101	764	那个，也就是说，你们之间已经是大人之间的关系了？	「那个，也就是说，你们之间已经是大人之间的关系了？」
5101_mix.txt	5101	770	是啊！ 但是这样有什么不好吗？ 我们两人都不是在玩，都是认真的，所以没理由被你们担心也没有理由被你们反对啊！	「是啊！ 但是这样有什么不好吗？ 我们两人都不是在玩，都是认真的，所以没理由被你们担心也没有理由被你们反对啊！」
5101_mix.txt	5101	773	…那个，你把话说得这么明白，做弟弟的我不知道该如何应对才好啊…	「…那个，你把话说得这么明白，做弟弟的我不知道该如何应对才好啊…」
5101_mix.txt	5101	788	真是的，好不容易开开心心地回来了，现在全都白费了…我去洗澡了！	「真是的，好不容易开开心心地回来了，现在全都白费了…我去洗澡了！」
5101_mix.txt	5101	791	等等，给我站住，雪菜…	「等等，给我站住，雪菜…」
5101_mix.txt	5101	800	啊～啊，胆子已经越来越大了啊…	「啊～啊，胆子已经越来越大了啊…」
5101_mix.txt	5101	806	都亲热了一年了肯定会变成这样啊…你也差不多该做好觉悟了吧？ 父亲	「都亲热了一年了肯定会变成这样啊…你也差不多该做好觉悟了吧？ 父亲」
5101_mix.txt	5101	809	什么觉悟啊！？	「什么觉悟啊！？」
5101_mix.txt	5101	818	母亲，怎么了？ 那样呆站着	「母亲，怎么了？ 那样呆站着」
5101_mix.txt	5101	821	啊，不，没什么	「啊，不，没什么」
5101_mix.txt	5101	827	没什么…先当是这样吧	「没什么…先当是这样吧」
5101_mix.txt	5101	833	…啊，啊哈，啊哈哈…	「…啊，啊哈，啊哈哈…」
5101_mix.txt	5101	854	啊哈哈…啊哈哈哈哈…	「啊哈哈…啊哈哈哈哈…」
5101_mix.txt	5101	863	骗子…我这个，骗子	「骗子…我这个，骗子」
5101_mix.txt	5101	875	怎么回事？	「怎么回事？」
5101_mix.txt	5101	878	所以说啊，几个本不可能犯的错误以几乎不可能的概率一起发生了啊	「所以说啊，几个本不可能犯的错误以几乎不可能的概率一起发生了啊」
5101_mix.txt	5101	881	…那还真是不可能啊	「…那还真是不可能啊」
5101_mix.txt	5101	887	的大正浪漫咖啡店，直到今天早上依然处于准备非常不充分的状态，完全没有希望赶在十点开店啊	「的大正浪漫咖啡店，直到今天早上依然处于准备非常不充分的状态，完全没有希望赶在十点开店啊」
5101_mix.txt	5101	890	…现在，几点？	「…现在，几点？」
5101_mix.txt	5101	893	已经过了六点了	「已经过了六点了」
5101_mix.txt	5101	896	几分？	「几分？」
5101_mix.txt	5101	899	差不多十五分	「差不多十五分」
5101_mix.txt	5101	902	几秒？	「几秒？」
5101_mix.txt	5101	905	…你睡醒了吗？	「…你睡醒了吗？」
5101_mix.txt	5101	908	呼啊…	「呼啊…」
5101_mix.txt	5101	917	总之就是因为是这种事态所以开始动员了。想到谁就叫过来。说着说把全员都叫过来	「总之就是因为是这种事态所以开始动员了。想到谁就叫过来。说着说把全员都叫过来」
5101_mix.txt	5101	920	这样	「这样」
5101_mix.txt	5101	923	如果自己社团有活动的人还是只能放弃了，但是如果是私事的话就视情况强制召唤	「如果自己社团有活动的人还是只能放弃了，但是如果是私事的话就视情况强制召唤」
5101_mix.txt	5101	926	…这样	「…这样」
5101_mix.txt	5101	929	至于准备在家睡到中午的人就不用说二话了	「至于准备在家睡到中午的人就不用说二话了」
5101_mix.txt	5101	932	………哈	「………哈」
5101_mix.txt	5101	935	别发出那么厌烦的叹息声啊。你以为打电话给你的我现在很高兴吗？	「别发出那么厌烦的叹息声啊。你以为打电话给你的我现在很高兴吗？」
5101_mix.txt	5101	938	抱歉，辛苦你了依绪。但是要接客的话，我…	「抱歉，辛苦你了依绪。但是要接客的话，我…」
5101_mix.txt	5101	941	我知道的。我们两个都不想再重复那个恶梦了啊	「我知道的。我们两个都不想再重复那个恶梦了啊」
5101_mix.txt	5101	947	我们是后勤部、厨房、做点心的！ 就算是这些雪菜也是贵重战力哦？ 所以代表哭着求我叫你了…	「我们是后勤部、厨房、做点心的！ 就算是这些雪菜也是贵重战力哦？ 所以代表哭着求我叫你了…」
5101_mix.txt	5101	950	那样的话…算了，没办法啊	「那样的话…算了，没办法啊」
5101_mix.txt	5101	953	谢谢，雪菜！ 我会记恩的！	「谢谢，雪菜！ 我会记恩的！」
5101_mix.txt	5101	959	但是我绝对不接客哦？	「但是我绝对不接客哦？」
5101_mix.txt	5101	962	我知道的啦～	「我知道的啦～」
5101_mix.txt	5101	965	如果骗我的话，我绝对不原谅你哦？	「如果骗我的话，我绝对不原谅你哦？」
5101_mix.txt	5101	968	我对天发誓。绝对不让你ＣＯＳＰＬＡＹ！	「我对天发誓。绝对不让你ＣＯＳＰＬＡＹ！」
5101_mix.txt	5101	971	…我知道了，什么时候去比较好？	「…我知道了，什么时候去比较好？」
5101_mix.txt	5101	974	炊事班大概在九点半左右才能做事，那个时候在六号馆前集合	「炊事班大概在九点半左右才能做事，那个时候在六号馆前集合」
5101_mix.txt	5101	977	了解。那待会见	「了解。那待会见」
5101_mix.txt	5101	980	等着你哦～	「等着你哦～」
5101_mix.txt	5101	983	………哈啊	「………哈啊」
5101_mix.txt	5101	1010	好了	「好了」
5101_mix.txt	5101	1028	怎么回事？	「怎么回事？」
5101_mix.txt	5101	1031	所以说啊，本来不可能犯的错误都几乎不可能一样顺利地解决了啊	「所以说啊，本来不可能犯的错误都几乎不可能一样顺利地解决了啊」
5101_mix.txt	5101	1034	依绪！	「依绪！」
5101_mix.txt	5101	1046	啊～真是抱歉啊雪菜。所以呢，你现在就自由了。辛苦了～	「啊～真是抱歉啊雪菜。所以呢，你现在就自由了。辛苦了～」
5101_mix.txt	5101	1052	…别用那么可怕的表情盯着我看啊。我不是在道歉嘛	「…别用那么可怕的表情盯着我看啊。我不是在道歉嘛」
5101_mix.txt	5101	1064	喂！ 这到底是怎么回事啊武也！	「喂！ 这到底是怎么回事啊武也！」
5101_mix.txt	5101	1067	好了好了别生气了春希。意外灾害没有发生不是很好嘛	「好了好了别生气了春希。意外灾害没有发生不是很好嘛」
5101_mix.txt	5101	1073	问题不在这里吧。你把我…	「问题不在这里吧。你把我…」
5101_mix.txt	5101	1076	我没有骗你，没有骗你哦！ 这只是个不幸的误会	「我没有骗你，没有骗你哦！ 这只是个不幸的误会」
5101_mix.txt	5101	1079	谁信你啊，那种事…	「谁信你啊，那种事…」
5101_mix.txt	5101	1100	…抱歉啊，雪菜？ 但是除了这样别无他法了	「…抱歉啊，雪菜？ 但是除了这样别无他法了」
5101_mix.txt	5101	1103	哎…	「哎…」
5101_mix.txt	5101	1109	我知道，今天这个日子对你来说是一柄双刃剑	「我知道，今天这个日子对你来说是一柄双刃剑」
5101_mix.txt	5101	1112	依绪…	「依绪…」
5101_mix.txt	5101	1121	但是，这是必须要走一次的路啊？ 如果总是逃避的话，那无论多久也不可能放下包袱，或是变回以往那样啊？	「但是，这是必须要走一次的路啊？ 如果总是逃避的话，那无论多久也不可能放下包袱，或是变回以往那样啊？」
5101_mix.txt	5101	1127	…所以，放开赌一次吧？	「…所以，放开赌一次吧？」
5101_mix.txt	5101	1136	好了，就是这么回事，接下来就随你们两个喜欢吧	「好了，就是这么回事，接下来就随你们两个喜欢吧」
5101_mix.txt	5101	1139	是啊是啊，既可以按原计划去打工，也可以回家睡回笼觉	「是啊是啊，既可以按原计划去打工，也可以回家睡回笼觉」
5101_mix.txt	5101	1142	当然了，好不容易来了，随便逛逛也是好的。毕竟是一年一度的学园祭哦？	「当然了，好不容易来了，随便逛逛也是好的。毕竟是一年一度的学园祭哦？」
5101_mix.txt	5101	1145	啊，今天有屋外演唱会哦，在主会场	「啊，今天有屋外演唱会哦，在主会场」
5101_mix.txt	5101	1157	总之之后的事情就交给你们判断了，走吧依绪	「总之之后的事情就交给你们判断了，走吧依绪」
5101_mix.txt	5101	1160	啊，嗯…那再见了雪菜。还有春希	「啊，嗯…那再见了雪菜。还有春希」
5101_mix.txt	5101	1163	啊…	「啊…」
5101_mix.txt	5101	1166	喂…	「喂…」
5101_mix.txt	5101	1184	好久，不见	「好久，不见」
5101_mix.txt	5101	1187	啊，嗯…	「啊，嗯…」
5101_mix.txt	5101	1202	久违，了啊	「久违，了啊」
5101_mix.txt	5101	1205	嗯…	「嗯…」
5101_mix.txt	5101	1229	最近过得好吗…春希君？	「最近过得好吗…春希君？」
5101_mix.txt	5101	1232	嗯，还算…普通吧	「嗯，还算…普通吧」
5101_mix.txt	5101	1244	我听说你找了很多兼职啊。没有勉强自己吧？	「我听说你找了很多兼职啊。没有勉强自己吧？」
5101_mix.txt	5101	1247	不，还好…我每天都好好地来上课了啊	「不，还好…我每天都好好地来上课了啊」
5101_mix.txt	5101	1250	是吗…说起来确实是啊	「是吗…说起来确实是啊」
5101_mix.txt	5101	1280	啊…	「啊…」
5101_mix.txt	5101	1301	呃…那我就先	「呃…那我就先」
5101_mix.txt	5101	1304	那个！	「那个！」
5101_mix.txt	5101	1313	这之后，你有什么打算…？	「这之后，你有什么打算…？」
5101_mix.txt	5101	1316	啊，嗯…	「啊，嗯…」
5101_mix.txt	5101	1322	今天是大学祭哦	「今天是大学祭哦」
5101_mix.txt	5101	1325	说的，也是啊	「说的，也是啊」
5101_mix.txt	5101	1340	那，那个啊…虽然武也君他们是那样说的…	「那，那个啊…虽然武也君他们是那样说的…」
5101_mix.txt	5101	1343	雪菜你…	「雪菜你…」
5101_mix.txt	5101	1346	哎？	「哎？」
5101_mix.txt	5101	1349	雪菜你，真的没有什么事情要做吗？	「雪菜你，真的没有什么事情要做吗？」
5101_mix.txt	5101	1361	………没有，我很闲	「………没有，我很闲」
5101_mix.txt	5101	1370	这样…啊	「这样…啊」
5101_mix.txt	5101	1373	嗯，是这样	「嗯，是这样」
5101_mix.txt	5101	1382	那么，那样的话…	「那么，那样的话…」
5101_mix.txt	5101	1385	嗯…	「嗯…」
5101_mix.txt	5101	1388	毕竟是大学祭啊	「毕竟是大学祭啊」
